********LEGEND FOR FIELD NAMES LOCATED AT BOTTOM OF FILE************
Station_Code,isSWMP,m/d/y hh:mm,See Legend,See Legend,Frequency,See Legend,C,Flag Code,%,Flag Code,mb,Flag Code,m/s,Flag Code,m/s,Flag Code,time, degrees,Flag Code,sd,Flag Code,millimoles/m2, Flag Code,mm,Flag Code
tjrtlmet,P,12/14/2022 10:00,0,1,15,,13.8,<0> ,50,<0> ,1022,<0> ,1.3,<0> ,2.9,<0> ,09:51,35,<0> ,22,<0> ,762.3,<0> ,0.0,<0> ,
tjrtlmet,P,12/14/2022 10:15,0,1,15,,13.7,<0> ,53,<0> ,1022,<0> ,1.7,<0> ,2.9,<0> ,10:07,24,<0> ,18,<0> ,819.6,<0> ,0.0,<0> ,
tjrtlmet,P,12/14/2022 10:30,0,1,15,,14.3,<0> ,52,<0> ,1022,<0> ,1.2,<0> ,2.5,<0> ,10:18,30,<0> ,25,<0> ,856.9,<0> ,0.0,<0> ,
tjrtlmet,P,12/14/2022 10:45,0,1,15,,14.7,<0> ,51,<0> ,1022,<0> ,1.2,<0> ,2.5,<0> ,10:32,21,<0> ,26,<0> ,887.0,<0> ,0.0,<0> ,
tjrtlmet,P,12/14/2022 11:00,0,1,15,,15.1,<0> ,50,<0> ,1021,<0> ,1.2,<0> ,2.5,<0> ,10:46,13,<0> ,32,<0> ,911.1,<0> ,0.0,<0> ,
tjrtlmet,P,12/14/2022 11:15,0,1,15,,15.8,<0> ,50,<0> ,1021,<0> ,1.1,<0> ,3.2,<0> ,11:14,347,<0> ,52,<0> ,929.8,<0> ,0.0,<0> ,
tjrtlmet,P,12/14/2022 11:30,0,1,15,,16.0,<0> ,52,<0> ,1021,<0> ,2.2,<0> ,3.4,<0> ,11:29,307,<0> ,15,<0> ,944.1,<0> ,0.0,<0> ,
tjrtlmet,P,12/14/2022 11:45,0,1,15,,15.6,<0> ,47,<0> ,1020,<0> ,2.4,<0> ,3.7,<0> ,11:43,306,<0> ,18,<0> ,951.0,<0> ,0.0,<0> ,
tjrtlmet,P,12/14/2022 12:00,0,1,15,,15.7,<0> ,50,<0> ,1020,<0> ,1.9,<0> ,3.5,<0> ,11:57,316,<0> ,21,<0> ,951.8,<0> ,0.0,<0> ,
tjrtlmet,P,12/14/2022 12:15,0,1,15,,15.7,<0> ,51,<0> ,1020,<0> ,2.4,<0> ,3.7,<0> ,12:11,302,<0> ,18,<0> ,942.8,<0> ,0.0,<0> ,
tjrtlmet,P,12/14/2022 12:30,0,1,15,,15.6,<0> ,56,<0> ,1020,<0> ,2.8,<0> ,4.4,<0> ,12:25,296,<0> ,16,<0> ,928.3,<0> ,0.0,<0> ,
tjrtlmet,P,12/14/2022 12:45,0,1,15,,15.3,<0> ,58,<0> ,1020,<0> ,3.3,<0> ,5.1,<0> ,12:43,292,<0> ,15,<0> ,902.0,<0> ,0.0,<0> ,
tjrtlmet,P,12/14/2022 13:00,0,1,15,,15.1,<0> ,61,<0> ,1019,<0> ,3.1,<0> ,5.2,<0> ,12:59,295,<0> ,16,<0> ,880.1,<0> ,0.0,<0> ,
tjrtlmet,P,12/14/2022 13:15,0,1,15,,15.1,<0> ,63,<0> ,1019,<0> ,3.2,<0> ,4.6,<0> ,13:05,299,<0> ,15,<0> ,850.3,<0> ,0.0,<0> ,
tjrtlmet,P,12/14/2022 13:30,0,1,15,,15.4,<0> ,64,<0> ,1019,<0> ,2.9,<0> ,4.8,<0> ,13:27,297,<0> ,15,<0> ,813.6,<0> ,0.0,<0> ,
tjrtlmet,P,12/14/2022 13:45,0,1,15,,15.4,<0> ,64,<0> ,1019,<0> ,2.9,<0> ,4.4,<0> ,13:34,299,<0> ,15,<0> ,767.7,<0> ,0.0,<0> ,
tjrtlmet,P,12/14/2022 14:00,0,1,15,,15.3,<0> ,64,<0> ,1019,<0> ,3.2,<0> ,4.8,<0> ,13:52,298,<0> ,14,<0> ,720.0,<0> ,0.0,<0> ,
tjrtlmet,P,12/14/2022 14:15,0,1,15,,15.2,<0> ,64,<0> ,1019,<0> ,3.2,<0> ,4.7,<0> ,14:02,297,<0> ,14,<0> ,666.8,<0> ,0.0,<0> ,
tjrtlmet,P,12/14/2022 14:30,0,1,15,,15.3,<0> ,63,<0> ,1019,<0> ,3.5,<0> ,5.3,<0> ,14:24,299,<0> ,14,<0> ,605.8,<0> ,0.0,<0> ,
tjrtlmet,P,12/14/2022 14:45,0,1,15,,15.3,<0> ,61,<0> ,1019,<0> ,3.2,<0> ,5.5,<0> ,14:33,300,<0> ,16,<0> ,539.2,<0> ,0.0,<0> ,
tjrtlmet,P,12/14/2022 15:00,0,1,15,,15.0,<0> ,62,<0> ,1019,<0> ,3.5,<0> ,5.1,<0> ,14:48,305,<0> ,17,<0> ,472.1,<0> ,0.0,<0> ,
tjrtlmet,P,12/14/2022 15:15,0,1,15,,14.6,<0> ,63,<0> ,1019,<0> ,3.7,<0> ,6.2,<0> ,15:01,301,<0> ,14,<0> ,402.2,<0> ,0.0,<0> ,
tjrtlmet,P,12/14/2022 15:30,0,1,15,,14.5,<0> ,65,<0> ,1020,<0> ,3.2,<0> ,5.1,<0> ,15:26,305,<0> ,15,<0> ,327.3,<0> ,0.0,<0> ,
tjrtlmet,P,12/14/2022 15:45,0,1,15,,14.2,<0> ,67,<0> ,1020,<0> ,3.2,<0> ,5.6,<0> ,15:36,311,<0> ,16,<0> ,253.2,<0> ,0.0,<0> ,
tjrtlmet,P,12/14/2022 16:00,0,1,15,,14.0,<0> ,70,<0> ,1020,<0> ,2.7,<0> ,4.8,<0> ,15:54,312,<0> ,18,<0> ,184.8,<0> ,0.0,<0> ,
tjrtlmet,P,12/14/2022 16:15,0,1,15,,13.8,<0> ,71,<0> ,1020,<0> ,1.8,<0> ,3.8,<0> ,16:13,319,<0> ,23,<0> ,120.7,<0> ,0.0,<0> ,
tjrtlmet,P,12/14/2022 16:30,0,1,15,,13.3,<0> ,72,<0> ,1020,<0> ,1.6,<0> ,3.8,<0> ,16:19,323,<0> ,24,<0> ,60.4,<0> ,0.0,<0> ,
tjrtlmet,P,12/14/2022 16:45,0,1,15,,12.7,<0> ,75,<0> ,1020,<0> ,1.4,<0> ,3.5,<0> ,16:42,323,<0> ,21,<0> ,19.1,<0> ,0.0,<0> ,
tjrtlmet,P,12/14/2022 17:00,0,1,15,,12.4,<0> ,77,<0> ,1020,<0> ,1.0,<0> ,2.6,<0> ,16:47,336,<0> ,23,<0> ,3.1,<0> ,0.0,<0> ,
tjrtlmet,P,12/14/2022 17:15,0,1,15,,12.1,<0> ,79,<0> ,1020,<0> ,0.8,<0> ,2.5,<0> ,17:12,331,<0> ,24,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,12/14/2022 17:30,0,1,15,,12.2,<0> ,78,<0> ,1020,<0> ,0.7,<0> ,3.0,<0> ,17:17,357,<0> ,24,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,12/14/2022 17:45,0,1,15,,12.0,<0> ,79,<0> ,1020,<0> ,0.4,<0> ,1.3,<0> ,17:30,352,<0> ,15,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,12/14/2022 18:00,0,1,15,,11.8,<0> ,80,<0> ,1020,<0> ,0.4,<0> ,1.1,<0> ,17:46,349,<0> ,17,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,12/14/2022 18:15,0,1,15,,11.6,<0> ,80,<0> ,1020,<0> ,0.4,<0> ,1.3,<0> ,18:01,17,<0> ,16,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,12/14/2022 18:30,0,1,15,,11.2,<0> ,80,<0> ,1020,<0> ,0.4,<0> ,1.2,<0> ,18:18,35,<0> ,4,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,12/14/2022 18:45,0,1,15,,10.7,<0> ,83,<0> ,1020,<0> ,0.2,<0> ,0.8,<0> ,18:41,37,<0> ,4,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,12/14/2022 19:00,0,1,15,,10.8,<0> ,82,<0> ,1020,<0> ,0.6,<0> ,1.2,<0> ,18:52,39,<0> ,8,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,12/14/2022 19:15,0,1,15,,10.9,<0> ,81,<0> ,1021,<0> ,0.2,<0> ,0.6,<0> ,19:07,63,<0> ,6,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,12/14/2022 19:30,0,1,15,,10.5,<0> ,82,<0> ,1021,<0> ,0.0,<0> ,0.1,<0> ,19:15,50,<0> ,0,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,12/14/2022 19:45,0,1,15,,10.1,<0> ,84,<0> ,1021,<0> ,0.0,<0> ,0.0,<0> ,19:30,0,<0> ,0,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,12/14/2022 20:00,0,1,15,,9.5,<0> ,86,<0> ,1021,<0> ,0.1,<0> ,0.4,<0> ,19:51,102,<0> ,2,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,12/14/2022 20:15,0,1,15,,9.0,<0> ,87,<0> ,1021,<0> ,0.0,<0> ,0.0,<0> ,20:00,0,<0> ,0,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,12/14/2022 20:30,0,1,15,,8.3,<0> ,88,<0> ,1021,<0> ,0.0,<0> ,0.0,<0> ,20:15,0,<0> ,0,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,12/14/2022 20:45,0,1,15,,8.3,<0> ,91,<0> ,1021,<0> ,0.1,<0> ,0.6,<0> ,20:43,45,<0> ,2,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,12/14/2022 21:00,0,1,15,,8.8,<0> ,90,<0> ,1021,<0> ,0.5,<0> ,0.8,<0> ,20:59,44,<0> ,9,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,12/14/2022 21:15,0,1,15,,9.0,<0> ,89,<0> ,1021,<0> ,0.7,<0> ,1.3,<0> ,21:09,55,<0> ,6,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,12/14/2022 21:30,0,1,15,,8.9,<0> ,87,<0> ,1021,<0> ,0.8,<0> ,1.6,<0> ,21:26,64,<0> ,11,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,12/14/2022 21:45,0,1,15,,8.6,<0> ,86,<0> ,1021,<0> ,0.7,<0> ,1.3,<0> ,21:36,65,<0> ,8,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,12/14/2022 22:00,0,1,15,,8.6,<0> ,85,<0> ,1021,<0> ,0.8,<0> ,1.3,<0> ,21:54,74,<0> ,7,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,12/14/2022 22:15,0,1,15,,8.6,<0> ,85,<0> ,1021,<0> ,0.9,<0> ,1.5,<0> ,22:12,73,<0> ,8,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,12/14/2022 22:30,0,1,15,,8.6,<0> ,84,<0> ,1021,<0> ,0.9,<0> ,1.5,<0> ,22:26,63,<0> ,10,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,12/14/2022 22:45,0,1,15,,8.6,<0> ,85,<0> ,1021,<0> ,1.1,<0> ,2.0,<0> ,22:30,68,<0> ,12,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,12/14/2022 23:00,0,1,15,,8.5,<0> ,85,<0> ,1021,<0> ,1.0,<0> ,1.9,<0> ,22:48,65,<0> ,12,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,12/14/2022 23:15,0,1,15,,8.4,<0> ,85,<0> ,1021,<0> ,0.9,<0> ,1.5,<0> ,23:04,60,<0> ,12,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,12/14/2022 23:30,0,1,15,,8.1,<0> ,86,<0> ,1021,<0> ,1.2,<0> ,1.7,<0> ,23:22,46,<0> ,6,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,12/14/2022 23:45,0,1,15,,7.9,<0> ,86,<0> ,1021,<0> ,1.2,<0> ,1.7,<0> ,23:39,49,<0> ,10,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 00:00,0,1,15,,7.9,<0> ,86,<0> ,1021,<0> ,1.3,<0> ,1.8,<0> ,23:53,45,<0> ,11,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 00:15,0,1,15,,8.0,<0> ,86,<0> ,1021,<0> ,1.3,<0> ,2.2,<0> ,00:10,48,<0> ,10,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 00:30,0,1,15,,8.2,<0> ,85,<0> ,1021,<0> ,1.2,<0> ,1.9,<0> ,00:29,43,<0> ,11,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 00:45,0,1,15,,7.9,<0> ,85,<0> ,1021,<0> ,1.2,<0> ,1.8,<0> ,00:31,44,<0> ,11,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 01:00,0,1,15,,7.8,<0> ,85,<0> ,1021,<0> ,1.0,<0> ,1.8,<0> ,00:57,60,<0> ,14,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 01:15,0,1,15,,7.9,<0> ,86,<0> ,1020,<0> ,1.1,<0> ,2.2,<0> ,01:09,66,<0> ,15,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 01:30,0,1,15,,8.0,<0> ,86,<0> ,1020,<0> ,1.2,<0> ,2.3,<0> ,01:28,70,<0> ,15,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 01:45,0,1,15,,8.0,<0> ,86,<0> ,1020,<0> ,1.0,<0> ,2.1,<0> ,01:43,62,<0> ,15,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 02:00,0,1,15,,7.9,<0> ,84,<0> ,1020,<0> ,0.8,<0> ,1.6,<0> ,01:47,60,<0> ,14,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 02:15,0,1,15,,7.8,<0> ,84,<0> ,1020,<0> ,1.1,<0> ,2.3,<0> ,02:04,74,<0> ,11,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 02:30,0,1,15,,7.8,<0> ,83,<0> ,1020,<0> ,1.3,<0> ,2.1,<0> ,02:24,75,<0> ,12,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 02:45,0,1,15,,7.7,<0> ,83,<0> ,1020,<0> ,1.0,<0> ,2.0,<0> ,02:35,62,<0> ,14,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 03:00,0,1,15,,7.0,<0> ,84,<0> ,1020,<0> ,1.2,<0> ,1.9,<0> ,02:56,44,<0> ,9,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 03:15,0,1,15,,6.3,<0> ,86,<0> ,1019,<0> ,1.3,<0> ,1.8,<0> ,03:08,43,<0> ,8,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 03:30,0,1,15,,6.1,<0> ,86,<0> ,1019,<0> ,1.0,<0> ,1.6,<0> ,03:24,51,<0> ,9,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 03:45,0,1,15,,6.1,<0> ,85,<0> ,1019,<0> ,1.2,<0> ,1.7,<0> ,03:37,45,<0> ,7,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 04:00,0,1,15,,5.9,<0> ,86,<0> ,1019,<0> ,1.4,<0> ,2.0,<0> ,03:51,46,<0> ,8,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 04:15,0,1,15,,6.0,<0> ,85,<0> ,1019,<0> ,1.3,<0> ,1.9,<0> ,04:08,43,<0> ,10,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 04:30,0,1,15,,5.6,<0> ,85,<0> ,1018,<0> ,1.4,<0> ,2.0,<0> ,04:18,37,<0> ,8,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 04:45,0,1,15,,5.4,<0> ,86,<0> ,1018,<0> ,1.2,<0> ,1.9,<0> ,04:39,38,<0> ,9,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 05:00,0,1,15,,5.3,<0> ,85,<0> ,1018,<0> ,0.9,<0> ,1.5,<0> ,04:47,42,<0> ,9,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 05:15,0,1,15,,5.2,<0> ,85,<0> ,1019,<0> ,0.8,<0> ,1.6,<0> ,05:03,26,<0> ,7,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 05:30,0,1,15,,4.9,<0> ,86,<0> ,1019,<0> ,0.8,<0> ,1.3,<0> ,05:19,27,<0> ,8,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 05:45,0,1,15,,5.2,<0> ,87,<0> ,1019,<0> ,1.2,<0> ,2.0,<0> ,05:43,31,<0> ,8,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 06:00,0,1,15,,5.4,<0> ,85,<0> ,1019,<0> ,1.4,<0> ,2.2,<0> ,05:53,41,<0> ,8,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 06:15,0,1,15,,5.5,<0> ,83,<0> ,1019,<0> ,1.4,<0> ,2.4,<0> ,06:11,48,<0> ,13,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 06:30,0,1,15,,5.6,<0> ,81,<0> ,1019,<0> ,1.2,<0> ,2.4,<0> ,06:20,48,<0> ,10,<0> ,0.2,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 06:45,0,1,15,,5.6,<0> ,80,<0> ,1019,<0> ,1.0,<0> ,1.5,<0> ,06:38,47,<0> ,6,<0> ,5.7,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 07:00,0,1,15,,5.4,<0> ,81,<0> ,1019,<0> ,1.0,<0> ,1.6,<0> ,06:45,52,<0> ,10,<0> ,24.8,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 07:15,0,1,15,,5.4,<0> ,81,<0> ,1019,<0> ,1.1,<0> ,1.7,<0> ,07:09,43,<0> ,6,<0> ,67.1,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 07:30,0,1,15,,5.5,<0> ,82,<0> ,1019,<0> ,1.3,<0> ,2.1,<0> ,07:23,38,<0> ,9,<0> ,124.2,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 07:45,0,1,15,,5.9,<0> ,80,<0> ,1019,<0> ,1.2,<0> ,2.0,<0> ,07:38,50,<0> ,12,<0> ,183.9,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 08:00,0,1,15,,7.1,<0> ,75,<0> ,1019,<0> ,0.9,<0> ,1.8,<0> ,07:54,73,<0> ,15,<0> ,241.1,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 08:15,0,1,15,,8.1,<0> ,71,<0> ,1019,<0> ,0.9,<0> ,1.8,<0> ,08:00,71,<0> ,14,<0> ,262.4,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 08:30,0,1,15,,9.1,<0> ,66,<0> ,1020,<0> ,0.9,<0> ,1.8,<0> ,08:22,72,<0> ,24,<0> ,245.5,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 08:45,0,1,15,,9.6,<0> ,65,<0> ,1020,<0> ,0.5,<0> ,1.2,<0> ,08:30,47,<0> ,18,<0> ,236.4,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 09:00,0,1,15,,9.9,<0> ,65,<0> ,1020,<0> ,0.2,<0> ,0.9,<0> ,08:48,38,<0> ,12,<0> ,260.2,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 09:15,0,1,15,,10.5,<0> ,65,<0> ,1020,<0> ,0.6,<0> ,1.5,<0> ,09:12,47,<0> ,18,<0> ,362.3,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 09:30,0,1,15,,11.2,<0> ,61,<0> ,1020,<0> ,0.7,<0> ,1.6,<0> ,09:23,58,<0> ,25,<0> ,411.5,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 09:45,0,1,15,,11.7,<0> ,59,<0> ,1020,<0> ,0.6,<0> ,1.4,<0> ,09:37,49,<0> ,23,<0> ,408.5,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 10:00,0,1,15,,12.2,<0> ,60,<0> ,1020,<0> ,0.9,<0> ,1.8,<0> ,09:59,45,<0> ,18,<0> ,493.0,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 10:15,0,1,15,,12.5,<0> ,60,<0> ,1020,<0> ,0.8,<0> ,1.7,<0> ,10:06,47,<0> ,19,<0> ,472.8,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 10:30,0,1,15,,12.9,<0> ,58,<0> ,1020,<0> ,0.7,<0> ,1.4,<0> ,10:17,30,<0> ,24,<0> ,506.3,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 10:45,0,1,15,,13.5,<0> ,55,<0> ,1020,<0> ,0.8,<0> ,1.7,<0> ,10:36,12,<0> ,34,<0> ,739.8,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 11:00,0,1,15,,14.8,<0> ,50,<0> ,1020,<0> ,1.1,<0> ,3.0,<0> ,10:59,334,<0> ,44,<0> ,923.0,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 11:15,0,1,15,,14.9,<0> ,50,<0> ,1020,<0> ,2.4,<0> ,3.3,<0> ,11:09,304,<0> ,15,<0> ,825.5,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 11:30,0,1,15,,14.1,<0> ,52,<0> ,1019,<0> ,1.9,<0> ,3.1,<0> ,11:28,310,<0> ,18,<0> ,604.6,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 11:45,0,1,15,,14.4,<0> ,51,<0> ,1019,<0> ,1.5,<0> ,3.0,<0> ,11:34,316,<0> ,20,<0> ,753.8,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 12:00,0,1,15,,15.3,<0> ,56,<0> ,1019,<0> ,1.7,<0> ,3.1,<0> ,11:56,299,<0> ,20,<0> ,951.7,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 12:15,0,1,15,,14.4,<0> ,61,<0> ,1019,<0> ,2.1,<0> ,3.2,<0> ,12:14,282,<0> ,16,<0> ,658.2,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 12:30,0,1,15,,14.2,<0> ,67,<0> ,1019,<0> ,2.3,<0> ,3.6,<0> ,12:25,287,<0> ,15,<0> ,592.2,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 12:45,0,1,15,,14.6,<0> ,67,<0> ,1018,<0> ,2.2,<0> ,3.8,<0> ,12:34,288,<0> ,14,<0> ,669.4,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 13:00,0,1,15,,14.9,<0> ,67,<0> ,1018,<0> ,2.5,<0> ,3.7,<0> ,12:53,287,<0> ,14,<0> ,699.1,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 13:15,0,1,15,,15.8,<0> ,67,<0> ,1018,<0> ,3.1,<0> ,4.7,<0> ,13:13,299,<0> ,15,<0> ,855.9,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 13:30,0,1,15,,15.4,<0> ,69,<0> ,1018,<0> ,3.2,<0> ,5.0,<0> ,13:26,300,<0> ,14,<0> ,740.4,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 13:45,0,1,15,,15.7,<0> ,69,<0> ,1018,<0> ,3.0,<0> ,4.9,<0> ,13:34,299,<0> ,15,<0> ,778.3,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 14:00,0,1,15,,15.9,<0> ,69,<0> ,1018,<0> ,3.0,<0> ,4.5,<0> ,13:47,303,<0> ,15,<0> ,732.6,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 14:15,0,1,15,,15.6,<0> ,71,<0> ,1018,<0> ,3.0,<0> ,5.0,<0> ,14:04,304,<0> ,15,<0> ,605.4,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 14:30,0,1,15,,15.0,<0> ,74,<0> ,1018,<0> ,2.5,<0> ,4.7,<0> ,14:17,307,<0> ,17,<0> ,361.3,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 14:45,0,1,15,,14.7,<0> ,71,<0> ,1018,<0> ,2.2,<0> ,4.1,<0> ,14:36,317,<0> ,21,<0> ,257.4,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 15:00,0,1,15,,14.5,<0> ,72,<0> ,1018,<0> ,2.2,<0> ,4.3,<0> ,14:49,316,<0> ,21,<0> ,198.7,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 15:15,0,1,15,,14.3,<0> ,73,<0> ,1018,<0> ,2.4,<0> ,3.9,<0> ,15:02,312,<0> ,18,<0> ,173.7,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 15:30,0,1,15,,14.2,<0> ,73,<0> ,1018,<0> ,2.5,<0> ,4.4,<0> ,15:25,315,<0> ,16,<0> ,141.1,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 15:45,0,1,15,,14.1,<0> ,75,<0> ,1018,<0> ,2.2,<0> ,3.8,<0> ,15:34,312,<0> ,16,<0> ,120.5,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 16:00,0,1,15,,13.9,<0> ,76,<0> ,1018,<0> ,2.5,<0> ,4.1,<0> ,15:47,309,<0> ,16,<0> ,83.8,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 16:15,0,1,15,,13.7,<0> ,78,<0> ,1018,<0> ,2.7,<0> ,4.3,<0> ,16:03,309,<0> ,12,<0> ,59.5,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 16:30,0,1,15,,13.5,<0> ,81,<0> ,1018,<0> ,2.7,<0> ,4.5,<0> ,16:15,312,<0> ,16,<0> ,32.6,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 16:45,0,1,15,,13.2,<0> ,83,<0> ,1018,<0> ,2.2,<0> ,3.8,<0> ,16:43,313,<0> ,18,<0> ,11.4,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 17:00,0,1,15,,13.0,<0> ,85,<0> ,1018,<0> ,1.9,<0> ,3.9,<0> ,16:48,319,<0> ,19,<0> ,1.8,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 17:15,0,1,15,,13.0,<0> ,86,<0> ,1018,<0> ,1.9,<0> ,4.0,<0> ,17:06,324,<0> ,25,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 17:30,0,1,15,,13.0,<0> ,86,<0> ,1018,<0> ,1.8,<0> ,3.8,<0> ,17:25,321,<0> ,21,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 17:45,0,1,15,,12.9,<0> ,86,<0> ,1018,<0> ,1.4,<0> ,3.5,<0> ,17:32,327,<0> ,21,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,12/15/2022 18:00,0,1,15,,12.8,<0> ,86,<0> ,1018,<0> ,0.9,<0> ,2.4,<0> ,17:48,340,<0> ,25,<0> ,0.0,<0> ,0.0,<0> ,
